timestamps,TP9,AF7,AF8,TP10,Right AUX
1718226425.699,-3.906,-1000.000,14.160,19.043,0.000
1718226425.703,11.719,-1000.000,21.973,26.367,0.000
1718226425.707,31.250,-999.512,21.973,39.062,0.000
1718226425.711,21.973,-1000.000,9.277,44.922,0.000
1718226425.715,-10.254,-994.141,6.836,42.480,0.000
1718226425.719,-2.930,-991.699,17.578,6.348,0.000
1718226425.722,13.184,-996.094,18.555,-22.461,0.000
1718226425.726,28.320,-992.676,10.254,-5.371,0.000
1718226425.730,25.879,-1000.000,9.277,24.902,0.000
1718226425.734,14.160,-1000.000,23.438,46.875,0.000
1718226425.738,23.438,-997.559,20.020,51.758,0.000
1718226425.742,20.020,-998.535,-0.977,13.184,0.000
1718226425.746,-4.883,-1000.000,-5.859,5.371,0.000
1718226425.750,-9.277,-1000.000,-5.371,24.902,0.000
1718226425.754,15.625,-998.535,0.488,7.324,0.000
1718226425.758,25.391,-997.070,14.648,2.930,0.000
1718226425.762,11.230,-1000.000,13.184,14.160,0.000
1718226425.765,4.395,-1000.000,0.977,18.555,0.000
1718226425.769,16.113,-1000.000,7.324,6.836,0.000
1718226425.773,38.574,-1000.000,14.160,15.137,0.000
1718226425.777,22.949,-1000.000,11.230,-3.418,0.000
1718226425.781,1.465,-1000.000,1.465,-12.695,0.000
1718226425.785,18.555,-1000.000,13.672,24.414,0.000
1718226425.789,7.324,-1000.000,31.250,18.066,0.000
1718226425.793,-21.973,-1000.000,35.156,39.062,0.000
1718226425.797,-7.324,-1000.000,18.066,35.645,0.000
1718226425.801,-0.488,-1000.000,-2.930,-16.602,0.000
1718226425.804,-31.250,-1000.000,-0.488,-22.461,0.000
1718226425.808,-28.809,-1000.000,4.883,-3.906,0.000
1718226425.812,-16.113,-1000.000,3.418,3.906,0.000
1718226425.816,5.371,-1000.000,-3.906,7.812,0.000
1718226425.820,23.926,-1000.000,-9.766,35.156,0.000
1718226425.824,7.324,-1000.000,-9.766,39.062,0.000
1718226425.828,-5.859,-1000.000,-9.277,22.949,0.000
1718226425.832,4.883,-1000.000,-15.137,2.930,0.000
1718226425.836,6.348,-1000.000,-12.695,15.625,0.000
1718226425.840,4.395,-1000.000,-0.977,41.016,0.000
1718226425.844,43.945,-1000.000,1.953,50.781,0.000
1718226425.847,40.039,-1000.000,-9.277,28.809,0.000
1718226425.851,-0.488,-1000.000,-17.090,2.930,0.000
1718226425.855,-2.930,-1000.000,-13.672,2.441,0.000
1718226425.859,-1.953,-1000.000,-12.695,8.789,0.000
1718226425.863,7.812,-998.535,1.465,26.855,0.000
1718226425.867,28.809,-997.070,12.695,34.668,0.000
1718226425.871,47.852,-1000.000,3.418,11.719,0.000
1718226425.875,27.344,-1000.000,4.395,49.805,0.000
1718226425.879,7.812,-1000.000,9.277,54.688,0.000
1718226425.883,9.766,-1000.000,2.441,28.320,0.000
1718226425.887,16.113,-1000.000,11.230,30.273,0.000
1718226425.890,21.484,-1000.000,2.441,17.578,0.000
1718226425.894,8.789,-996.094,-10.742,25.879,0.000
1718226425.898,18.555,-992.188,16.113,58.594,0.000
1718226425.902,40.527,-999.512,32.715,69.336,0.000
1718226425.906,7.812,-989.746,13.672,57.129,0.000
1718226425.910,-3.418,-983.887,11.230,65.430,0.000
1718226425.914,34.668,-992.676,17.090,8.301,0.000
1718226425.918,31.738,-1000.000,18.066,-11.719,0.000
1718226425.922,-18.066,-998.047,22.461,0.977,0.000
1718226425.926,1.465,-999.512,10.254,17.578,0.000
1718226425.929,15.137,-996.094,2.930,27.832,0.000
1718226425.933,-12.207,-991.699,11.230,29.297,0.000
1718226425.937,4.883,-1000.000,11.719,53.223,0.000
1718226425.941,12.695,-998.535,3.418,38.086,0.000
1718226425.945,7.812,-1000.000,-2.441,13.184,0.000
1718226425.949,-8.301,-975.098,-8.789,-0.977,0.000
1718226425.953,9.277,-956.055,-2.441,21.973,0.000
1718226425.957,10.742,-1000.000,-0.488,36.133,0.000
1718226425.961,-7.324,-983.398,-0.488,15.137,0.000
1718226425.965,2.930,-961.426,17.578,47.363,0.000
1718226425.969,10.742,-998.047,20.020,53.223,0.000
1718226425.972,11.719,-1000.000,-3.906,20.020,0.000
1718226425.976,0.488,-986.328,-19.531,11.719,0.000
1718226425.980,-8.301,-971.191,-18.555,21.484,0.000
1718226425.984,1.953,-999.023,-6.348,25.391,0.000
1718226425.988,-1.953,-1000.000,-4.883,49.316,0.000
1718226425.992,4.395,-988.281,-19.043,34.668,0.000
1718226425.996,11.230,-991.211,-17.578,-20.508,0.000
1718226426.000,7.812,-985.840,-5.371,-12.695,0.000
1718226426.004,-9.766,-985.840,6.348,24.902,0.000
1718226426.008,-16.113,-990.234,2.441,35.645,0.000
1718226426.012,-0.488,-971.191,1.465,14.160,0.000
1718226426.015,-4.883,-982.910,14.648,13.184,0.000
1718226426.019,-10.254,-992.188,14.648,31.738,0.000
1718226426.023,-6.348,-987.793,5.371,20.020,0.000
1718226426.027,17.578,-981.445,1.465,5.371,0.000
1718226426.031,27.344,-998.047,1.465,26.855,0.000
1718226426.035,4.395,-1000.000,-4.395,54.199,0.000
1718226426.039,-20.508,-982.910,-17.090,21.973,0.000
1718226426.043,1.465,-943.848,-10.254,-5.371,0.000
1718226426.047,24.414,-967.285,-4.395,18.066,0.000
1718226426.051,3.906,-1000.000,-8.301,25.879,0.000
1718226426.054,-11.719,-984.375,-11.719,6.348,0.000
1718226426.058,0.000,-977.051,1.953,-2.930,0.000
1718226426.062,5.371,-1000.000,10.742,-3.418,0.000
1718226426.066,2.930,-975.098,-7.324,3.418,0.000
1718226426.070,-1.465,-940.430,-18.555,4.395,0.000
1718226426.074,0.977,-958.496,-13.184,7.324,0.000
1718226426.078,3.906,-1000.000,-13.184,2.930,0.000
1718226426.082,13.184,-987.305,-10.254,10.254,0.000
1718226426.086,19.531,-902.344,-0.977,29.785,0.000
1718226426.090,8.789,-884.277,-18.066,32.227,0.000
1718226426.094,-1.465,-951.660,-39.551,4.883,0.000
1718226426.097,-8.789,-969.727,-23.926,-0.977,0.000
1718226426.101,4.395,-918.945,1.465,16.602,0.000
1718226426.105,27.832,-937.988,2.441,19.531,0.000
1718226426.109,19.531,-995.605,-0.488,-13.672,0.000
1718226426.113,2.441,-984.863,8.789,21.973,0.000
1718226426.117,9.766,-889.160,13.672,42.480,0.000
1718226426.121,6.836,-914.062,-0.488,-12.695,0.000
1718226426.125,-2.441,-1000.000,-4.395,3.906,0.000
1718226426.129,12.695,-976.562,-1.953,17.578,0.000
1718226426.133,23.926,-855.957,-5.859,0.488,0.000
1718226426.137,0.977,-881.348,-4.395,-1.953,0.000
1718226426.140,-10.742,-1000.000,-2.441,27.832,0.000
1718226426.144,7.324,-950.684,-1.953,25.879,0.000
1718226426.148,19.043,-825.195,-6.348,14.648,0.000
1718226426.152,10.742,-869.141,-3.906,1.953,0.000
1718226426.156,5.371,-1000.000,-10.742,-8.301,0.000
1718226426.160,21.484,-947.266,-8.789,4.883,0.000
1718226426.164,55.176,-804.688,0.000,16.602,0.000
1718226426.168,19.531,-897.949,-10.742,0.488,0.000
1718226426.172,5.371,-1000.000,22.461,6.348,0.000
1718226426.176,40.527,-1000.000,34.180,15.137,0.000
1718226426.179,9.277,-884.277,-1.953,-10.742,0.000
1718226426.183,-7.812,-898.926,-8.789,15.625,0.000
1718226426.187,-1.953,-999.023,-6.836,19.043,0.000
1718226426.191,-0.977,-850.586,-15.625,-14.648,0.000
1718226426.195,6.348,-773.438,1.953,15.625,0.000
1718226426.199,10.254,-891.602,15.625,37.598,0.000
1718226426.203,20.020,-950.684,10.742,16.113,0.000
1718226426.207,13.672,-891.113,1.465,47.363,0.000
1718226426.211,-7.812,-864.746,-1.953,48.340,0.000
1718226426.215,7.812,-953.613,0.000,-0.488,0.000
1718226426.219,28.809,-1000.000,-1.953,10.254,0.000
1718226426.222,3.418,-989.258,-4.883,3.418,0.000
1718226426.226,-7.812,-981.934,-10.254,-1.465,0.000
1718226426.230,8.301,-1000.000,-6.836,10.742,0.000
1718226426.234,3.906,-952.637,-1.953,41.016,0.000
1718226426.238,-4.883,-712.891,-15.137,34.180,0.000
1718226426.242,16.113,-784.668,-25.879,-14.648,0.000
1718226426.246,9.277,-945.312,-25.879,-1.953,0.000
1718226426.250,-6.348,-957.031,-23.438,-4.883,0.000
1718226426.254,9.277,-910.156,-27.344,6.836,0.000
1718226426.258,5.371,-861.328,-24.902,20.996,0.000
1718226426.262,-2.930,-980.469,-15.625,-17.090,0.000
1718226426.265,1.953,-1000.000,-13.672,24.902,0.000
1718226426.269,11.230,-945.312,-8.301,61.035,0.000
1718226426.273,3.418,-929.688,-12.207,-17.090,0.000
1718226426.277,-7.324,-976.562,-18.066,-19.043,0.000
1718226426.281,-13.672,-949.707,-24.902,-14.160,0.000
1718226426.285,-19.043,-956.055,-15.137,-20.996,0.000
1718226426.289,11.719,-944.336,-19.531,-5.371,0.000
1718226426.293,4.883,-916.016,-27.832,-5.859,0.000
1718226426.297,11.230,-830.078,-12.207,6.348,0.000
1718226426.301,19.043,-877.930,0.977,12.207,0.000
1718226426.304,-3.906,-930.176,6.348,1.953,0.000
1718226426.308,6.348,-928.711,-2.441,-22.949,0.000
1718226426.312,0.977,-988.770,-0.488,1.465,0.000
1718226426.316,3.906,-999.512,2.930,6.836,0.000
1718226426.320,0.488,-1000.000,-3.906,-15.625,0.000
1718226426.324,8.789,-947.266,-6.348,-2.441,0.000
1718226426.328,17.578,-762.695,-0.977,-5.859,0.000
1718226426.332,37.109,-839.844,4.883,55.176,0.000
1718226426.336,40.527,-967.773,-3.418,73.242,0.000
1718226426.340,-6.836,-941.406,-21.484,-19.043,0.000
1718226426.344,-10.254,-990.234,-23.926,-28.320,0.000
1718226426.347,13.672,-1000.000,-9.766,-3.418,0.000
1718226426.351,8.301,-918.945,0.000,4.395,0.000
1718226426.355,7.324,-858.887,-5.859,-13.672,0.000
1718226426.359,-2.441,-992.188,1.465,22.461,0.000
1718226426.363,12.695,-1000.000,16.602,39.551,0.000
1718226426.367,0.488,-975.098,7.324,3.418,0.000
1718226426.371,-35.156,-774.414,-0.488,-5.859,0.000
1718226426.375,-9.277,-714.844,0.000,-2.441,0.000
1718226426.379,6.836,-916.992,-5.371,10.742,0.000
1718226426.383,-20.020,-906.250,-12.207,-12.207,0.000
1718226426.387,-4.883,-766.113,-5.859,-12.695,0.000
1718226426.390,-8.789,-808.105,-3.418,-24.902,0.000
1718226426.394,-20.020,-955.078,-8.301,-17.090,0.000
1718226426.398,-26.855,-983.887,-11.719,-16.602,0.000
1718226426.402,-45.410,-907.715,-8.789,-39.062,0.000
1718226426.406,-27.344,-973.633,5.371,-32.227,0.000
1718226426.410,-38.086,-1000.000,1.953,-7.324,0.000
1718226426.414,-39.551,-957.031,-14.648,-31.250,0.000
1718226426.418,-4.395,-797.363,-12.695,-46.387,0.000
1718226426.422,0.000,-849.121,-4.883,-3.906,0.000
1718226426.426,-6.348,-976.562,-14.648,-9.277,0.000
1718226426.429,-9.277,-895.020,-17.090,-16.113,0.000
1718226426.433,-2.441,-914.551,-13.672,-5.859,0.000
1718226426.437,-2.441,-992.676,-6.836,2.930,0.000
1718226426.441,-14.648,-972.168,-6.836,-7.812,0.000
1718226426.445,-30.762,-871.582,-27.344,-20.996,0.000
1718226426.449,-17.090,-900.391,-25.879,-24.414,0.000
1718226426.453,-3.418,-994.141,-1.953,-14.648,0.000
1718226426.457,-8.789,-1000.000,-4.395,-14.648,0.000
1718226426.461,-4.395,-947.754,-20.508,7.324,0.000
1718226426.465,2.930,-766.602,-6.348,30.762,0.000
1718226426.469,9.277,-887.207,3.418,12.207,0.000
1718226426.472,12.695,-929.199,-8.301,-4.395,0.000
1718226426.476,4.395,-771.484,-13.672,-14.648,0.000
1718226426.480,2.441,-827.148,-18.066,-30.273,0.000
1718226426.484,12.207,-933.105,-8.301,11.719,0.000
1718226426.488,17.578,-933.594,4.395,47.363,0.000
1718226426.492,-17.090,-827.148,-6.348,0.488,0.000
1718226426.496,-11.230,-876.465,-8.301,-21.973,0.000
1718226426.500,7.812,-1000.000,-10.254,-28.320,0.000
1718226426.504,8.301,-949.219,-17.578,-22.949,0.000
1718226426.508,9.766,-894.043,8.789,2.441,0.000
1718226426.512,19.531,-981.445,20.508,10.742,0.000
1718226426.515,20.020,-1000.000,-1.465,14.648,0.000
1718226426.519,-3.906,-984.863,-6.836,38.574,0.000
1718226426.523,24.902,-836.914,2.441,15.137,0.000
1718226426.527,16.602,-869.141,-8.789,-40.039,0.000
1718226426.531,-10.254,-1000.000,-17.090,-17.578,0.000
1718226426.535,13.672,-901.855,-15.137,-5.859,0.000
1718226426.539,18.555,-784.668,-14.160,-17.578,0.000
1718226426.543,-4.395,-895.020,-9.766,3.906,0.000
1718226426.547,-13.672,-1000.000,-7.812,-8.789,0.000
1718226426.551,0.488,-971.191,-8.789,-11.230,0.000
1718226426.555,10.742,-882.812,-5.859,7.324,0.000
1718226426.558,34.180,-937.500,-7.324,47.852,0.000
1718226426.562,20.996,-945.312,-17.090,33.691,0.000
1718226426.566,8.301,-901.367,-6.348,-8.789,0.000
1718226426.570,20.020,-994.629,10.742,2.441,0.000
1718226426.574,14.160,-1000.000,8.789,7.812,0.000
1718226426.578,16.602,-937.500,16.602,9.766,0.000
1718226426.582,-1.953,-809.082,-0.977,7.812,0.000
1718226426.586,-3.418,-864.258,-12.695,-19.531,0.000
1718226426.590,7.324,-969.727,10.254,-21.484,0.000
1718226426.594,15.625,-1000.000,5.371,2.930,0.000
1718226426.597,2.441,-963.867,-6.348,-21.973,0.000
1718226426.601,-2.441,-939.941,0.000,-6.348,0.000
1718226426.605,-9.277,-977.051,-5.371,8.301,0.000
1718226426.609,-9.766,-899.902,-11.230,-2.441,0.000
1718226426.613,1.953,-884.766,-3.418,-7.812,0.000
1718226426.617,-9.277,-951.172,2.930,8.789,0.000
1718226426.621,-1.953,-1000.000,-1.465,14.160,0.000
1718226426.625,-2.930,-999.023,-9.277,0.000,0.000
1718226426.629,-2.930,-999.512,-6.836,-1.465,0.000
1718226426.633,11.719,-1000.000,-8.789,15.625,0.000
1718226426.637,1.953,-978.516,-9.277,18.555,0.000
1718226426.640,15.137,-1000.000,-3.418,-2.441,0.000
1718226426.644,31.738,-965.820,-10.254,-18.555,0.000
1718226426.648,29.785,-943.848,-10.742,5.371,0.000
1718226426.652,23.926,-981.934,-6.348,10.254,0.000
1718226426.656,11.719,-859.863,-0.977,-10.254,0.000
1718226426.660,-15.625,-872.070,-3.418,-9.766,0.000
1718226426.664,-24.414,-985.840,-2.441,0.488,0.000
1718226426.668,-14.648,-949.219,-5.859,20.996,0.000
1718226426.672,5.859,-895.508,-24.414,4.395,0.000
1718226426.676,25.879,-934.570,-15.625,1.953,0.000
1718226426.680,4.395,-975.586,-2.930,3.418,0.000
1718226426.683,-10.254,-1000.000,1.953,-12.207,0.000
1718226426.687,9.766,-1000.000,14.160,-13.672,0.000
1718226426.691,8.789,-994.141,21.484,-24.902,0.000
1718226426.695,7.324,-1000.000,19.531,-2.441,0.000
1718226426.699,12.695,-956.543,25.391,20.020,0.000
1718226426.703,-35.645,-787.598,24.414,0.488,0.000
1718226426.707,-20.508,-855.957,26.367,-6.348,0.000
1718226426.711,10.254,-966.797,27.344,17.578,0.000
1718226426.715,11.719,-898.438,15.137,10.254,0.000
1718226426.719,13.184,-969.238,19.043,-13.184,0.000
1718226426.722,-3.906,-1000.000,6.348,3.906,0.000
1718226426.726,-4.883,-931.152,0.000,15.137,0.000
1718226426.730,-6.836,-892.090,14.160,11.230,0.000
1718226426.734,-0.977,-993.652,12.207,5.371,0.000
1718226426.738,-4.395,-1000.000,24.414,26.855,0.000
1718226426.742,0.488,-973.633,31.250,52.734,0.000
1718226426.746,35.156,-826.660,19.043,23.438,0.000
1718226426.750,20.996,-715.820,22.461,5.859,0.000
1718226426.754,-10.742,-866.211,32.227,20.020,0.000
1718226426.758,-0.977,-957.520,20.996,10.254,0.000
1718226426.762,-1.953,-839.355,2.930,7.324,0.000
1718226426.765,-2.441,-851.562,6.836,12.207,0.000
1718226426.769,33.203,-948.730,19.531,23.438,0.000
1718226426.773,36.133,-967.773,12.207,29.297,0.000
1718226426.777,17.578,-964.355,13.184,9.766,0.000
1718226426.781,8.301,-992.188,12.695,13.184,0.000
1718226426.785,27.344,-1000.000,1.953,30.762,0.000
1718226426.789,12.207,-934.570,11.719,16.602,0.000
1718226426.793,-9.766,-825.684,24.414,20.508,0.000
1718226426.797,30.273,-935.547,24.414,29.785,0.000
1718226426.801,35.156,-989.258,14.648,8.789,0.000
1718226426.804,23.926,-848.145,8.789,9.766,0.000
1718226426.808,20.508,-817.383,15.625,23.438,0.000
1718226426.812,10.254,-973.633,24.902,20.996,0.000
1718226426.816,6.348,-965.820,31.738,8.301,0.000
1718226426.820,24.414,-791.016,44.434,-5.859,0.000
1718226426.824,27.344,-779.785,43.945,44.434,0.000
1718226426.828,30.273,-967.285,32.715,53.223,0.000
1718226426.832,20.996,-989.746,30.273,-23.438,0.000
1718226426.836,-2.441,-832.031,33.691,-36.133,0.000
1718226426.840,1.953,-757.324,35.645,-20.020,0.000
1718226426.844,14.160,-906.250,32.715,-2.930,0.000
1718226426.847,39.551,-909.668,36.621,15.625,0.000
1718226426.851,41.016,-848.145,41.016,47.852,0.000
1718226426.855,25.879,-1000.000,36.621,53.711,0.000
1718226426.859,-2.441,-995.117,25.391,-9.766,0.000
1718226426.863,-15.625,-850.098,21.484,-29.297,0.000
1718226426.867,-1.465,-754.395,27.344,-14.160,0.000
1718226426.871,9.277,-876.465,22.461,-11.719,0.000
1718226426.875,13.184,-1000.000,21.484,1.953,0.000
1718226426.879,16.113,-963.867,7.324,18.066,0.000
1718226426.883,6.836,-848.633,12.207,32.715,0.000
1718226426.887,2.930,-882.812,25.879,-21.484,0.000
1718226426.890,6.836,-1000.000,8.301,-47.363,0.000
1718226426.894,8.789,-941.406,8.789,-15.137,0.000
1718226426.898,-0.977,-790.527,15.625,10.254,0.000
1718226426.902,15.137,-879.395,17.090,17.090,0.000
1718226426.906,19.043,-998.535,25.879,8.301,0.000
1718226426.910,-0.488,-1000.000,11.230,16.602,0.000
1718226426.914,4.883,-928.223,-5.371,-19.043,0.000
1718226426.918,-17.090,-894.043,-1.465,-9.277,0.000
1718226426.922,-12.695,-1000.000,14.648,13.184,0.000
1718226426.926,-3.418,-1000.000,18.555,-18.066,0.000
1718226426.929,-4.395,-891.602,19.531,13.672,0.000
1718226426.933,3.418,-913.574,29.297,16.113,0.000
1718226426.937,7.812,-994.141,22.949,-12.207,0.000
1718226426.941,7.324,-846.680,23.438,-16.113,0.000
1718226426.945,3.906,-833.008,28.809,-10.742,0.000
1718226426.949,18.066,-950.195,29.297,13.672,0.000
1718226426.953,-0.977,-897.461,23.926,-9.277,0.000
1718226426.957,-15.625,-809.082,33.203,13.672,0.000
1718226426.961,6.836,-845.703,37.109,17.090,0.000
1718226426.965,14.160,-969.727,28.809,-31.250,0.000
1718226426.969,12.207,-1000.000,55.664,20.996,0.000
1718226426.972,14.648,-996.094,59.570,25.391,0.000
1718226426.976,-6.348,-994.629,33.691,-26.367,0.000
1718226426.980,-5.371,-1000.000,15.137,-9.766,0.000
1718226426.984,8.789,-954.590,15.137,3.906,0.000
1718226426.988,-9.766,-788.086,27.344,-16.602,0.000
1718226426.992,-1.465,-851.074,36.621,-4.395,0.000
1718226426.996,10.742,-972.656,30.273,20.508,0.000
1718226427.000,-28.809,-994.141,18.066,-8.789,0.000
1718226427.004,-25.391,-941.406,15.625,-53.711,0.000
1718226427.008,0.977,-914.551,6.836,-27.344,0.000
1718226427.012,-17.578,-939.453,0.977,-7.324,0.000
1718226427.015,-2.930,-957.520,10.254,3.418,0.000
1718226427.019,-3.418,-976.562,25.879,22.949,0.000
1718226427.023,7.812,-952.148,17.090,-12.695,0.000
1718226427.027,0.977,-987.305,-0.488,-25.879,0.000
1718226427.031,2.441,-813.477,-4.395,-13.184,0.000
1718226427.035,-2.930,-688.477,-11.230,-6.348,0.000
1718226427.039,-38.574,-874.023,-9.277,-18.066,0.000
1718226427.043,-27.344,-922.852,-1.953,-16.113,0.000
1718226427.047,-1.465,-750.977,-1.465,-10.254,0.000
1718226427.051,-14.160,-777.344,-7.324,-1.953,0.000
1718226427.054,-27.344,-894.043,-17.090,20.020,0.000
1718226427.058,-0.488,-928.223,-16.113,-5.371,0.000
1718226427.062,15.625,-988.281,-10.742,-46.875,0.000
1718226427.066,8.301,-996.582,2.441,-11.230,0.000
1718226427.070,-21.484,-1000.000,-4.395,22.949,0.000
1718226427.074,-30.762,-898.438,-22.949,-12.207,0.000
1718226427.078,-19.531,-762.207,-12.695,-28.320,0.000
1718226427.082,-12.207,-950.195,-7.324,-9.277,0.000
1718226427.086,1.953,-958.008,-3.906,6.836,0.000
1718226427.090,14.648,-776.855,3.906,16.113,0.000
1718226427.094,14.160,-904.785,0.000,13.672,0.000
1718226427.097,-0.977,-1000.000,-6.836,-13.184,0.000
1718226427.101,-5.371,-965.820,-7.812,-21.973,0.000
1718226427.105,-14.160,-919.922,4.883,12.695,0.000
1718226427.109,-17.578,-948.730,11.230,10.742,0.000
1718226427.113,-3.906,-1000.000,7.324,-11.230,0.000
1718226427.117,-11.230,-958.496,9.277,-3.906,0.000
1718226427.121,-10.742,-785.156,10.254,-2.930,0.000
1718226427.125,20.020,-656.738,8.301,17.578,0.000
1718226427.129,22.461,-842.285,4.883,12.695,0.000
1718226427.133,6.836,-932.617,0.977,-22.949,0.000
1718226427.137,10.254,-776.367,-6.836,-42.969,0.000
1718226427.140,0.488,-945.312,-14.648,-31.250,0.000
1718226427.144,-30.273,-1000.000,-6.836,-15.137,0.000
1718226427.148,-21.973,-756.348,8.301,-13.184,0.000
1718226427.152,-8.301,-772.949,14.160,3.906,0.000
1718226427.156,-9.766,-990.234,17.578,2.930,0.000
1718226427.160,-10.254,-1000.000,11.230,-26.367,0.000
1718226427.164,1.953,-889.160,6.348,-49.316,0.000
1718226427.168,0.488,-658.203,20.020,-5.859,0.000
1718226427.172,-1.953,-771.484,23.926,21.484,0.000
1718226427.176,3.906,-935.059,13.672,-15.137,0.000
1718226427.179,-3.906,-798.340,10.742,-11.230,0.000
1718226427.183,26.367,-733.887,27.832,6.348,0.000
1718226427.187,22.461,-920.898,23.438,-1.953,0.000
1718226427.191,-9.277,-968.262,-2.930,-25.391,0.000
1718226427.195,0.000,-943.359,-3.906,-4.883,0.000
1718226427.199,29.297,-939.941,7.324,28.320,0.000
1718226427.203,26.855,-962.402,0.977,5.859,0.000
1718226427.207,10.742,-970.703,-3.418,-17.578,0.000
1718226427.211,13.184,-788.574,-8.789,6.348,0.000
1718226427.215,-12.207,-702.637,-15.137,-14.648,0.000
1718226427.219,-0.977,-848.145,-23.438,-45.898,0.000
1718226427.222,15.625,-907.227,-14.648,-35.645,0.000
1718226427.226,-17.578,-726.562,1.465,-29.785,0.000
1718226427.230,-25.879,-759.766,3.418,-8.789,0.000
1718226427.234,-28.809,-901.367,-3.906,-23.926,0.000
1718226427.238,-31.250,-857.910,-18.066,-27.832,0.000
1718226427.242,-6.348,-726.562,-20.508,-10.254,0.000
1718226427.246,-20.508,-835.449,-23.438,-3.906,0.000
1718226427.250,5.859,-985.352,-3.418,2.930,0.000
1718226427.254,27.344,-1000.000,17.090,-3.906,0.000
1718226427.258,-2.441,-927.246,3.906,-27.832,0.000
1718226427.262,-1.953,-814.941,0.488,-27.832,0.000
1718226427.265,0.977,-905.273,-0.977,-2.930,0.000
1718226427.269,0.488,-861.816,-4.395,2.441,0.000
1718226427.273,5.859,-733.398,3.906,-5.859,0.000
1718226427.277,-4.395,-824.707,1.953,1.953,0.000
1718226427.281,7.812,-1000.000,2.930,18.066,0.000
1718226427.285,0.000,-908.691,-11.230,-11.719,0.000
1718226427.289,-16.113,-777.832,-24.902,-34.180,0.000
1718226427.293,9.277,-869.629,-12.695,-18.066,0.000
1718226427.297,12.695,-1000.000,-7.324,2.930,0.000
1718226427.301,-10.742,-914.062,-15.137,-23.926,0.000
1718226427.304,-7.324,-743.164,-0.488,-22.949,0.000
1718226427.308,13.672,-886.719,15.137,16.113,0.000
1718226427.312,-0.488,-1000.000,6.348,22.461,0.000
1718226427.316,-3.906,-917.480,0.488,0.000,0.000
1718226427.320,5.859,-714.355,-1.953,-26.855,0.000
1718226427.324,-15.137,-844.238,-6.348,-22.949,0.000
1718226427.328,-7.812,-946.777,-6.348,-19.043,0.000
1718226427.332,16.113,-770.996,8.789,-33.691,0.000
1718226427.336,12.695,-742.188,3.418,-25.879,0.000
1718226427.340,-1.953,-911.133,-2.441,-7.812,0.000
1718226427.344,-8.301,-1000.000,-8.301,-13.672,0.000
1718226427.347,-19.043,-945.312,-12.695,1.465,0.000
1718226427.351,-23.438,-837.891,-19.043,-0.488,0.000
1718226427.355,-17.578,-980.469,-16.113,-19.531,0.000
1718226427.359,0.977,-914.551,-1.465,-12.695,0.000
1718226427.363,9.277,-735.840,-11.230,-26.855,0.000
1718226427.367,-22.461,-919.434,0.488,-10.254,0.000
1718226427.371,-33.203,-949.707,-12.695,-8.789,0.000
1718226427.375,-15.625,-950.684,-33.203,-39.062,0.000
1718226427.379,-11.719,-907.715,-23.438,-10.742,0.000
1718226427.383,-10.254,-848.633,-11.719,5.371,0.000
1718226427.387,19.043,-979.004,7.324,-0.488,0.000
1718226427.390,6.836,-1000.000,-10.254,21.973,0.000
1718226427.394,-13.184,-921.875,-27.344,-25.391,0.000
1718226427.398,3.906,-897.461,-19.043,-49.805,0.000
1718226427.402,-6.836,-980.469,-13.184,-3.418,0.000
1718226427.406,-5.371,-789.062,-11.719,1.953,0.000
1718226427.410,16.113,-682.129,-17.578,-6.836,0.000
1718226427.414,-13.672,-868.652,-34.180,18.066,0.000
1718226427.418,-10.254,-916.504,-32.227,4.883,0.000
1718226427.422,17.090,-833.984,-17.578,-44.434,0.000
1718226427.426,-2.930,-986.816,-9.277,-5.859,0.000
1718226427.429,-12.695,-978.027,-1.953,20.508,0.000
1718226427.433,-10.742,-907.715,-17.578,-17.578,0.000
1718226427.437,3.906,-993.164,-15.137,1.953,0.000
1718226427.441,14.648,-998.535,6.348,19.043,0.000
1718226427.445,0.000,-1000.000,-6.836,-18.066,0.000
1718226427.449,8.789,-914.551,-20.508,-17.578,0.000
1718226427.453,34.668,-702.148,-11.719,8.789,0.000
1718226427.457,16.113,-818.359,0.977,12.207,0.000
1718226427.461,-5.371,-964.844,-1.953,-11.719,0.000
1718226427.465,-6.836,-808.105,-3.906,-16.113,0.000
1718226427.469,-12.207,-888.672,-1.953,-7.324,0.000
1718226427.472,0.977,-1000.000,-16.113,9.277,0.000
1718226427.476,31.250,-930.664,5.859,16.113,0.000
1718226427.480,15.625,-920.410,21.973,10.742,0.000
1718226427.484,-8.301,-1000.000,0.977,-20.508,0.000
1718226427.488,4.395,-1000.000,7.324,-10.742,0.000
1718226427.492,3.906,-973.633,8.301,15.137,0.000
1718226427.496,-3.418,-877.441,3.418,-9.766,0.000
1718226427.500,6.348,-800.293,5.859,-24.902,0.000
1718226427.504,-15.137,-895.020,2.441,-20.996,0.000
1718226427.508,-15.137,-951.660,3.418,-9.277,0.000
1718226427.512,-10.254,-788.574,2.441,-2.930,0.000
1718226427.515,-10.742,-808.105,4.883,-25.879,0.000
1718226427.519,-6.348,-917.480,2.441,-13.184,0.000
1718226427.523,-12.207,-916.504,14.648,0.000,0.000
1718226427.527,-21.973,-945.801,12.207,-13.184,0.000
1718226427.531,-17.578,-981.445,-0.977,-20.020,0.000
1718226427.535,2.930,-1000.000,7.812,-7.812,0.000
1718226427.539,-8.301,-978.027,-0.488,10.742,0.000
